Frame Number,Vehicle Make,Probability,Object ID
1,Chevrolet Avalanche Crew Cab 2012,0.17259373,0
1,Ford Explorer 2018,0.10978329,0
1,Audi RS 4 Convertible 2008,0.057255022,0
1,Volkswagen Golf Hatchback 1991,0.05495767,0
1,Aston Martin V8 Vantage Convertible 2012,0.0433906,0
1,Jeep Grand Cherokee SUV 2012,0.034695953,0
1,Audi S5 Coupe 2012,0.02609655,0
1,Audi 100 Wagon 1994,0.02415182,0
1,Chevrolet Express Cargo Van 2007,0.020780295,0
1,HUMMER H3T Crew Cab 2010,0.02072817,0
1,Ford Freestar Minivan 2007,0.02034864,0
1,Land Rover Range Rover SUV 2012,0.02019695,0
1,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,0.018942254,0
1,GMC Yukon 2004,0.018596092,0
1,AM General Hummer SUV 2000,0.018163249,0
1,Land Rover LR2 SUV 2012,0.017048191,0
1,Dodge Sprinter Cargo Van 2009,0.0136254085,0
1,Dodge Durango SUV 2007,0.013477422,0
1,Chevrolet Monte Carlo Coupe 2007,0.012637051,0
1,Chevrolet Camaro Convertible 2012,0.012210238,0
1,Ford Mustang Convertible 2007,0.011742301,0
1,Ford Edge SUV 2012,0.0113744205,0
1,Audi TTS Coupe 2012,0.010834094,0
1,HUMMER H2 SUT Crew Cab 2009,0.008255608,0
1,Mercedes-Benz 300-Class Convertible 1993,0.008142103,0
1,Nissan 240SX Coupe 1998,0.007329831,0
1,Audi R8 Coupe 2012,0.006870475,0
1,Volvo 240 Sedan 1993,0.005798678,0
1,GMC Savana Van 2012,0.0057831053,0
1,Ram C/V Cargo Van Minivan 2012,0.0057046833,0
1,Cadillac Escalade EXT Crew Cab 2007,0.0054848315,0
1,Chevrolet Silverado 1500 Classic Extended Cab 2007,0.005422661,0
1,Chrysler Aspen SUV 2009,0.005355526,0
1,Dodge Durango SUV 2012,0.0051901937,0
1,Lamborghini Gallardo LP 570-4 Superleggera 2012,0.00511325,0
1,Chevrolet Corvette ZR1 2012,0.0044766143,0
1,Chevrolet Traverse SUV 2012,0.0044188425,0
1,Geo Metro Convertible 1993,0.004342571,0
1,Ford F-450 Super Duty Crew Cab 2012,0.0043377476,0
1,Dodge Charger SRT-8 2009,0.004142144,0
1,Ford F-150 Regular Cab 2012,0.004129767,0
1,Audi V8 Sedan 1994,0.004087505,0
1,GMC Canyon Extended Cab 2012,0.003981722,0
1,Infiniti QX56 SUV 2011,0.0038531935,0
1,GMC Terrain SUV 2012,0.0036199007,0
1,Audi 100 Sedan 1994,0.0035789963,0
1,Chevrolet Corvette Ron Fellows Edition Z06 2007,0.0031947615,0
1,Volkswagen Golf Hatchback 2012,0.003077802,0
1,Dodge Magnum Wagon 2008,0.002964133,0
1,Chevrolet Malibu Sedan 2007,0.00293411,0
1,Audi S5 Convertible 2012,0.0029266356,0
1,Honda Ridgeline 2016,0.0027534866,0
1,Ford E-Series Wagon Van 2012,0.0024654088,0
1,Ferrari 458 Italia Coupe 2012,0.00246425,0
1,Audi S4 Sedan 2007,0.0024608152,0
1,Honda Accord Coupe 2012,0.0024057853,0
1,Dodge Caravan Minivan 1997,0.002318079,0
1,Audi TT RS Coupe 2012,0.002220858,0
1,Isuzu Ascender SUV 2008,0.0022011239,0
1,Chevrolet Express Van 2007,0.0021733078,0
1,Bentley Arnage Sedan 2009,0.0021318598,0
1,Jeep Wrangler SUV 2012,0.002062211,0
1,GMC Yukon Hybrid SUV 2012,0.0020231837,0
1,BMW 3 Series Sedan 2012,0.0019952592,0
1,Ford Fiesta Sedan 2012,0.0019694192,0
1,Spyker C8 Coupe 2009,0.0018329708,0
1,Chevrolet Corvette Convertible 2012,0.0017564947,0
1,Jeep Compass SUV 2012,0.0016412219,0
1,Dodge Dakota Crew Cab 2010,0.0016326546,0
1,Honda CRV 2012,0.001596744,0
1,Chevrolet Tahoe Hybrid SUV 2012,0.0015070483,0
1,Dodge Journey SUV 2012,0.0014368799,0
1,Acura TL Type-S 2008,0.0013727205,0
1,Mitsubishi Lancer Sedan 2012,0.0013706823,0
1,Chevrolet TrailBlazer SS 2009,0.0013307806,0
1,BMW M3 Coupe 2012,0.001300237,0
